Id;MSSubClass;MSZoning;Neighborhood;OverallQual;RoofStyle;BsmtQual;HeatingQC;CentralAir;1stFlrSF;GrLivArea;BsmtFullBath;KitchenQual;GarageType;GarageFinish;GarageCars;PavedDrive;SalePrice
983;20;RL;Blmngtn;7;Gable;Gd;Ex;Y;1266;1266;0;Gd;Attchd;Fin;2;Y;159895
984;60;RL;CollgCr;8;Gable;Gd;Ex;Y;1149;2290;0;Gd;Attchd;Unf;2;Y;255900
985;90;RL;Mitchel;5;Gable;;TA;Y;1302;1734;0;Gd;Attchd;Unf;2;Y;126000
986;190;RL;Edwards;5;Gable;TA;TA;N;1164;1164;1;TA;Detchd;Unf;1;Y;125000
987;50;RM;OldTown;6;Hip;TA;Gd;Y;1001;1635;0;Gd;Attchd;Unf;1;Y;117000
988;20;RL;NridgHt;9;Hip;Ex;Ex;Y;1940;1940;1;Ex;Attchd;Fin;3;Y;395192
989;60;RL;NWAmes;6;Gable;TA;TA;Y;1118;2030;0;Gd;Attchd;Fin;2;Y;195000
990;60;FV;Somerst;7;Gable;Gd;Ex;Y;778;1576;0;Gd;Attchd;RFn;2;Y;197000
991;60;RL;NoRidge;8;Gable;Gd;Ex;Y;1407;2392;1;Gd;Attchd;Fin;3;Y;348000
992;70;RM;OldTown;8;Gable;TA;Gd;Y;916;1742;0;Gd;Attchd;Unf;2;P;168000
993;60;RL;NAmes;6;Hip;TA;Gd;Y;1020;1851;0;Gd;Attchd;RFn;2;Y;187000
994;60;RL;CollgCr;6;Gable;Gd;Ex;Y;750;1500;0;Gd;Attchd;RFn;2;Y;173900
995;20;RL;NridgHt;10;Hip;Ex;Ex;Y;1718;1718;1;Ex;Attchd;Fin;3;Y;337500
996;50;RL;BrkSide;4;Gable;TA;TA;Y;774;1230;1;TA;Detchd;Unf;1;Y;121600
997;20;RL;NAmes;5;Hip;TA;TA;Y;1050;1050;1;TA;Attchd;Unf;1;Y;136500
998;20;RL;NWAmes;6;Hip;TA;TA;Y;1442;1442;0;TA;Attchd;RFn;2;Y;185000
999;30;RM;IDOTRR;3;Hip;TA;Fa;N;1077;1077;0;TA;Detchd;Unf;1;P;91000
1000;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1208;1208;1;Gd;Attchd;RFn;2;Y;206000
1001;20;RL;Edwards;3;Flat;;Fa;N;944;944;0;Fa;Detchd;Unf;2;Y;82000
1002;30;RL;OldTown;5;Gable;Fa;Ex;Y;691;691;0;Ex;Detchd;Unf;1;N;86000
1003;20;RL;Somerst;8;Gable;Gd;Ex;Y;1574;1574;0;Gd;Attchd;RFn;3;Y;232000
1004;90;RL;NWAmes;5;Gable;TA;Fa;Y;1680;1680;0;TA;Detchd;Unf;2;Y;136905
1005;120;RL;Blmngtn;7;Gable;Gd;Ex;Y;1504;1504;0;Gd;Attchd;Fin;2;Y;181000
1006;80;RL;CollgCr;5;Gable;Gd;TA;Y;985;985;0;TA;Attchd;Unf;1;Y;149900
1007;20;RL;NAmes;6;Gable;Gd;Gd;Y;1657;1657;0;TA;Attchd;Unf;2;Y;163500
1008;160;RM;MeadowV;4;Gable;TA;TA;Y;546;1092;0;TA;Attchd;RFn;1;Y;88000
1009;20;RL;Mitchel;7;Hip;Ex;Ex;Y;1710;1710;0;Gd;Attchd;Fin;2;Y;240000
1010;50;RL;SWISU;5;Gable;TA;Ex;Y;1008;1522;0;TA;;;0;P;102000
1011;50;RL;Sawyer;5;Gable;TA;TA;Y;720;1271;0;TA;Attchd;Unf;1;Y;135000
1012;90;RL;Edwards;5;Hip;;TA;N;1664;1664;0;TA;;;0;Y;100000
1013;70;RL;Crawfor;6;Hip;TA;TA;Y;900;1502;0;Gd;Detchd;Unf;1;Y;165000
1014;30;RM;OldTown;5;Hip;TA;TA;N;1022;1022;1;TA;Detchd;Unf;1;Y;85000
1015;20;RL;NAmes;6;Gable;TA;TA;Y;1082;1082;0;TA;Detchd;Unf;1;Y;119200
1016;60;RL;NWAmes;8;Gable;Gd;Ex;Y;810;1665;1;Gd;Attchd;Fin;2;Y;227000
1017;20;RL;CollgCr;7;Hip;Gd;Ex;Y;1504;1504;1;Gd;Attchd;Fin;2;Y;203000
1018;120;RL;StoneBr;8;Gable;Gd;Gd;Y;1360;1360;1;Gd;Attchd;RFn;2;Y;187500
1019;80;RL;Gilbert;7;Gable;Gd;Gd;Y;802;1472;0;Gd;Attchd;RFn;2;Y;160000
1020;120;RL;Blmngtn;7;Gable;Gd;Ex;Y;1506;1506;0;Gd;Attchd;Fin;2;Y;213490
1021;20;RL;Edwards;4;Gable;Gd;Ex;Y;1132;1132;1;Gd;Attchd;Fin;2;Y;176000
1022;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1220;1220;1;Gd;Attchd;RFn;2;Y;194000
1023;50;RM;OldTown;5;Gable;TA;Gd;Y;912;1248;0;TA;Detchd;Unf;1;Y;87000
1024;120;RL;Blmngtn;7;Gable;Gd;Ex;Y;1504;1504;0;Gd;Attchd;Fin;2;Y;191000
1025;20;RL;Timber;8;Hip;Gd;TA;Y;2898;2898;1;Gd;Attchd;Fin;2;Y;287000
1026;20;RL;CollgCr;5;Gable;TA;TA;Y;882;882;1;TA;Detchd;Unf;2;Y;112500
1027;20;RL;NAmes;5;Gable;TA;TA;Y;1264;1264;1;TA;Attchd;Unf;2;Y;167500
1028;20;RL;Timber;8;Gable;Gd;Ex;Y;1646;1646;1;Gd;Attchd;RFn;3;Y;293077
1029;50;RL;NAmes;5;Gable;TA;TA;Y;968;1376;1;TA;Attchd;Unf;1;Y;105000
1030;160;RM;BrDale;6;Gable;TA;Gd;Y;672;1218;0;TA;Detchd;Unf;1;Y;118000
1031;190;RH;SWISU;5;Gable;TA;Gd;Y;948;1928;0;TA;;;0;N;160000
1032;75;RL;SWISU;7;Gable;TA;Ex;Y;1687;3082;1;TA;Basment;Fin;2;Y;197000
1033;60;RL;NoRidge;8;Gable;Gd;Ex;Y;1352;2520;1;Gd;Attchd;RFn;3;Y;310000
1034;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1654;1654;1;Gd;Attchd;Unf;3;Y;230000
1035;30;RL;Crawfor;5;Gable;Fa;Ex;Y;954;954;0;Fa;Basment;Unf;1;Y;119750
1036;20;RL;Edwards;4;Gable;;Ex;N;845;845;0;TA;Detchd;Unf;1;N;84000
1037;20;RL;Timber;9;Hip;Ex;Ex;Y;1620;1620;1;Ex;Attchd;Fin;3;Y;315500
1038;60;RL;CollgCr;8;Gable;Gd;Ex;Y;1055;2263;0;Gd;BuiltIn;Fin;2;Y;287000
1039;160;RM;MeadowV;4;Gable;TA;TA;Y;798;1344;0;TA;;;0;Y;97000
1040;180;RM;MeadowV;4;Gable;Gd;TA;Y;630;630;1;TA;Attchd;Unf;1;Y;80000
1041;20;RL;Sawyer;5;Gable;TA;Ex;Y;1803;1803;1;TA;Attchd;RFn;2;Y;155000
1042;60;RL;NWAmes;6;Hip;TA;Gd;Y;800;1632;0;Gd;Attchd;Unf;2;Y;173000
1043;120;RL;NridgHt;6;Gable;Gd;Ex;Y;1306;1306;1;Gd;Attchd;RFn;2;Y;196000
1044;60;RL;SawyerW;7;Hip;Gd;Ex;Y;1532;2329;1;Gd;Attchd;Unf;2;Y;262280
1045;20;RL;NWAmes;8;Hip;Gd;TA;Y;2524;2524;1;Gd;Attchd;Fin;2;Y;278000
1046;20;RL;Edwards;3;Hip;;Ex;Y;1733;1733;0;TA;Attchd;Unf;2;Y;139600
1047;60;RL;StoneBr;9;Hip;Ex;Ex;Y;1992;2868;0;Ex;BuiltIn;Fin;3;Y;556581
1048;20;RL;CollgCr;5;Gable;Gd;Ex;Y;990;990;0;TA;Detchd;Unf;2;Y;145000
1049;20;RL;Mitchel;5;Hip;;TA;Y;1771;1771;0;TA;Attchd;Unf;2;Y;115000
1050;20;RL;Edwards;4;Gable;;Ex;Y;930;930;0;Gd;Detchd;Unf;1;Y;84900
1051;20;RL;Gilbert;7;Gable;Gd;Ex;Y;1302;1302;0;Gd;Attchd;Fin;2;Y;176485
1052;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1316;1316;0;Gd;Attchd;Fin;2;Y;200141
1053;60;RL;NAmes;6;Gable;TA;TA;Y;1127;1977;0;TA;Attchd;RFn;2;Y;165000
1054;20;RL;Edwards;5;Hip;TA;Ex;Y;1526;1526;0;TA;Basment;Unf;1;Y;144500
1055;60;RL;CollgCr;8;Gable;Gd;Ex;Y;1091;1989;1;Gd;Attchd;Fin;2;Y;255000
1056;20;RL;NWAmes;6;Gable;Gd;TA;Y;1523;1523;0;TA;Attchd;Fin;2;Y;180000
1057;120;RL;NridgHt;7;Gable;Gd;Ex;Y;1364;1364;1;Gd;Attchd;RFn;2;Y;185850
1058;60;RL;NoRidge;7;Gable;Gd;Ex;Y;979;1850;0;Gd;BuiltIn;Fin;2;Y;248000
1059;60;RL;NridgHt;9;Gable;Ex;Ex;Y;1130;2184;1;Ex;Attchd;Fin;3;Y;335000
1060;50;RL;Crawfor;6;Gable;TA;TA;Y;1096;1991;0;TA;Detchd;Unf;2;Y;220000
1061;120;RL;StoneBr;8;Gable;Gd;Ex;Y;1338;1338;1;Gd;Attchd;Fin;2;Y;213500
1062;30;C (all);IDOTRR;3;Gable;TA;TA;Y;894;894;0;TA;Detchd;RFn;3;Y;81000
1063;190;RM;OldTown;5;Gable;TA;TA;N;1422;2337;0;TA;Detchd;Unf;2;Y;90000
1064;30;RM;OldTown;6;Gable;TA;Gd;Y;1103;1103;0;Gd;Detchd;Unf;2;Y;110500
1065;20;RL;NAmes;5;Gable;TA;Ex;Y;1154;1154;0;TA;Attchd;RFn;2;Y;154000
1066;60;RL;ClearCr;7;Gable;Ex;Ex;Y;1306;2260;1;Gd;Attchd;RFn;2;Y;328000
1067;60;RL;Gilbert;6;Gable;Gd;Gd;Y;799;1571;0;TA;Attchd;RFn;2;Y;178000
1068;60;RL;NAmes;6;Gable;TA;TA;Y;798;1611;1;TA;Attchd;RFn;2;Y;167900
1069;160;RM;MeadowV;6;Gable;Gd;Gd;Y;1291;2521;1;TA;Attchd;Fin;2;Y;151400
1070;45;RL;NAmes;5;Gable;TA;TA;Y;893;893;0;Gd;Detchd;Unf;2;Y;135000
1071;20;RL;NAmes;5;Hip;TA;TA;Y;1048;1048;1;TA;Attchd;Unf;1;Y;135000
1072;60;RL;NWAmes;6;Gable;TA;Ex;Y;829;1556;0;TA;Attchd;Unf;2;Y;154000
1073;50;RL;Edwards;5;Gable;Fa;Fa;Y;1002;1456;1;TA;Detchd;Unf;1;P;91500
1074;60;RL;Edwards;6;Hip;TA;TA;Y;698;1426;0;TA;Attchd;Fin;2;Y;159500
1075;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1240;1240;0;Gd;Attchd;RFn;3;Y;194000
1076;70;RL;Crawfor;7;Gable;TA;TA;Y;960;1740;0;TA;Attchd;Unf;1;Y;219500
1077;50;RL;OldTown;5;Gable;Fa;Gd;Y;1096;1466;0;Gd;Attchd;Unf;2;Y;170000
1078;20;RL;NAmes;5;Gable;TA;Ex;Y;1096;1096;1;TA;Attchd;Fin;1;Y;138800
1079;120;RM;CollgCr;6;Gable;Gd;Ex;Y;848;848;1;Gd;Attchd;RFn;2;Y;155900
1080;20;RL;CollgCr;5;Gable;Gd;Gd;Y;990;990;0;TA;Attchd;Unf;1;Y;126000
1081;20;RL;NWAmes;6;Gable;TA;Ex;Y;1258;1258;0;Gd;Attchd;RFn;2;Y;145000
1082;20;RL;Sawyer;5;Gable;TA;Fa;Y;1040;1040;1;TA;Attchd;Fin;1;Y;133000
1083;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1459;1459;0;Gd;Attchd;RFn;2;Y;192000
1084;20;RL;NAmes;6;Hip;TA;TA;Y;1251;1251;1;TA;Attchd;RFn;1;Y;160000
1085;60;RL;Gilbert;6;Gable;Gd;Gd;Y;691;1498;0;TA;Attchd;Fin;2;Y;187500
1086;85;RL;SawyerW;6;Gable;Gd;Ex;Y;996;996;1;Gd;Attchd;Unf;2;Y;147000
1087;160;RM;MeadowV;4;Gable;TA;TA;Y;546;1092;0;TA;Attchd;RFn;1;Y;83500
1088;60;FV;Somerst;8;Gable;Gd;Ex;Y;1082;1953;0;Gd;Attchd;RFn;3;Y;252000
1089;160;RM;Edwards;7;Gable;Gd;Ex;Y;970;1709;0;Gd;Detchd;Unf;2;Y;137500
1090;120;FV;Somerst;8;Gable;Gd;Ex;Y;1247;1247;1;Gd;Attchd;Fin;2;Y;197000
1091;90;RL;NAmes;3;Gable;;Fa;N;1040;1040;0;TA;Detchd;Unf;2;Y;92900
1092;160;FV;Somerst;7;Gable;Gd;Ex;Y;624;1252;1;Gd;Detchd;Unf;2;Y;160000
1093;50;RL;SWISU;6;Gable;TA;Fa;Y;1390;1694;0;TA;Detchd;Unf;2;Y;136500
1094;20;RL;NAmes;5;Hip;TA;Gd;Y;1200;1200;1;Gd;Detchd;Unf;2;Y;146000
1095;20;RL;NAmes;5;Gable;TA;Ex;Y;936;936;1;TA;Attchd;Fin;1;Y;129000
1096;20;RL;CollgCr;6;Gable;Gd;Gd;Y;1314;1314;0;Gd;Attchd;RFn;2;Y;176432
1097;70;RM;IDOTRR;6;Gable;TA;TA;Y;773;1355;0;Gd;;;0;Y;127000
1098;120;RL;StoneBr;8;Gable;Gd;Ex;Y;1088;1088;0;Gd;Attchd;RFn;2;Y;170000
1099;50;RM;BrkSide;4;Gable;TA;TA;Y;757;1324;0;TA;Detchd;Unf;1;Y;128000
1100;20;RL;NWAmes;7;Gable;Gd;TA;Y;1601;1601;0;TA;Attchd;RFn;2;Y;157000
1101;30;RL;SWISU;2;Gable;TA;TA;N;438;438;0;Fa;Detchd;Unf;1;N;60000
1102;20;RL;NAmes;5;Gable;TA;TA;Y;950;950;0;TA;Detchd;Unf;1;Y;119500
1103;20;RL;NAmes;5;Gable;TA;Ex;Y;1134;1134;0;TA;Attchd;RFn;1;Y;135000
1104;20;RL;NAmes;6;Hip;TA;Ex;Y;1194;1194;0;TA;BuiltIn;Fin;2;Y;159500
1105;160;RM;BrDale;5;Gable;TA;TA;Y;630;1302;0;TA;Detchd;Unf;2;Y;106000
1106;60;RL;NoRidge;8;Gable;Ex;Ex;Y;1500;2622;1;Gd;Attchd;RFn;2;Y;325000
1107;20;RL;SawyerW;7;Hip;Gd;Gd;Y;1442;1442;1;Gd;Attchd;Fin;2;Y;179900
1108;60;RL;Gilbert;7;Gable;Ex;Ex;Y;887;2021;0;Gd;BuiltIn;RFn;2;Y;274725
1109;60;RL;Gilbert;6;Gable;Gd;Ex;Y;948;1690;0;TA;Attchd;RFn;2;Y;181000
1110;20;RL;NridgHt;8;Gable;Ex;Ex;Y;1836;1836;1;Gd;Attchd;Fin;3;Y;280000
1111;60;RL;Gilbert;6;Gable;Gd;Gd;Y;773;1658;1;TA;Attchd;Fin;2;Y;188000
1112;60;RL;NWAmes;7;Hip;TA;TA;Y;1098;1964;0;TA;Attchd;RFn;2;Y;205000
1113;20;RL;NAmes;5;Gable;TA;TA;Y;816;816;1;TA;Detchd;Unf;1;Y;129900
1114;20;RL;NAmes;5;Gable;TA;Gd;Y;1008;1008;1;Gd;Attchd;Unf;1;Y;134500
1115;20;RL;OldTown;5;Gable;TA;Ex;Y;833;833;0;Gd;Detchd;Unf;1;Y;117000
1116;20;RL;NridgHt;8;Hip;Ex;Ex;Y;1734;1734;1;Ex;Attchd;RFn;3;Y;318000
1117;80;RL;Gilbert;8;Hip;Gd;Ex;Y;779;1419;1;Gd;BuiltIn;Fin;2;Y;184100
1118;20;RL;Sawyer;5;Gable;TA;Ex;Y;894;894;1;Gd;Attchd;RFn;2;Y;130000
1119;80;RL;Sawyer;5;Gable;TA;TA;Y;1021;1601;0;TA;BuiltIn;RFn;1;Y;140000
1120;20;RL;NAmes;5;Gable;TA;TA;Y;1040;1040;0;TA;Attchd;RFn;1;Y;133700
1121;30;RM;IDOTRR;6;Gable;TA;TA;Y;1012;1012;0;TA;Detchd;Unf;1;Y;118400
1122;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1552;1552;0;Gd;Attchd;RFn;3;Y;212900
1123;20;RL;Edwards;4;Gable;TA;Ex;Y;960;960;0;TA;Basment;Unf;1;Y;112000
1124;20;RL;Edwards;5;Hip;TA;Ex;Y;698;698;0;TA;;;0;Y;118000
1125;80;RL;Gilbert;7;Gable;Gd;Gd;Y;812;1482;0;Gd;Attchd;Fin;2;Y;163900
1126;20;RL;NAmes;4;Gable;TA;TA;Y;1005;1005;0;Fa;Detchd;Unf;2;Y;115000
1127;120;RL;Blmngtn;7;Hip;Gd;Ex;Y;1555;1555;0;Gd;Attchd;Fin;3;Y;174000
1128;20;RL;Gilbert;7;Hip;Gd;Ex;Y;1530;1530;1;Gd;Attchd;Fin;3;Y;259000
1129;60;RL;Gilbert;7;Gable;Gd;Ex;Y;847;1959;0;Gd;BuiltIn;Fin;2;Y;215000
1130;90;RM;OldTown;5;Gable;Gd;TA;Y;936;936;1;TA;Detchd;Unf;2;Y;140000
1131;50;RL;SWISU;4;Gable;TA;TA;Y;1328;1981;1;Gd;Detchd;Unf;2;Y;135000
1132;20;RL;Mitchel;5;Gable;Gd;TA;Y;974;974;0;TA;;;0;Y;93500
1133;70;RM;OldTown;6;Gable;TA;TA;Y;1178;2210;0;Fa;Detchd;Unf;1;N;117500
1134;60;RL;SawyerW;8;Gable;Gd;Ex;Y;1142;2020;0;Gd;Attchd;RFn;2;Y;239500
1135;60;RL;Gilbert;6;Gable;Gd;Gd;Y;916;1600;0;TA;Attchd;Fin;2;Y;169000
1136;30;RM;BrkSide;6;Gable;TA;TA;N;986;986;0;TA;Detchd;Unf;1;Y;102000
1137;50;RL;NAmes;6;Gable;TA;TA;Y;1032;1252;0;TA;Attchd;Unf;1;Y;119000
1138;50;RL;Sawyer;5;Gable;TA;Gd;N;780;1020;0;TA;;;0;N;94000
1139;20;RL;Mitchel;6;Gable;TA;TA;Y;1567;1567;1;Gd;Attchd;RFn;2;Y;196000
1140;30;RL;BrkSide;5;Gable;TA;TA;Y;1167;1167;0;TA;Detchd;Unf;2;Y;144000
1141;20;RL;NAmes;5;Gable;TA;TA;Y;952;952;1;TA;Detchd;Unf;2;Y;139000
1142;60;RL;NWAmes;5;Gable;TA;Ex;Y;1088;1868;1;Gd;Attchd;Unf;2;Y;197500
1143;60;RL;CollgCr;8;Hip;Ex;Ex;Y;1466;2828;1;Gd;BuiltIn;RFn;3;Y;424870
1144;20;RL;Sawyer;5;Gable;TA;TA;Y;1006;1006;0;TA;;;0;Y;80000
1145;190;RL;Edwards;4;Gable;Gd;Fa;N;672;924;1;Fa;Detchd;Unf;1;Y;80000
1146;50;RM;BrkSide;5;Gable;TA;Ex;Y;1042;1576;0;TA;Detchd;Unf;1;Y;149000
1147;20;RL;SawyerW;6;Gable;Gd;TA;Y;1298;1298;1;Gd;Attchd;Unf;2;Y;180000
1148;70;RL;Crawfor;7;Gable;TA;Ex;Y;860;1564;0;Fa;Attchd;Unf;1;Y;174500
1149;50;RM;OldTown;7;Gable;TA;TA;Y;572;1111;0;TA;Detchd;Unf;1;Y;116900
1150;70;RM;OldTown;7;Hip;TA;Ex;Y;832;1482;0;TA;Detchd;Unf;2;Y;143000
1151;20;RL;NAmes;6;Gable;TA;Ex;Y;932;932;0;Gd;Attchd;Unf;1;Y;124000
1152;20;RL;Edwards;5;Gable;TA;TA;Y;1466;1466;0;Fa;Attchd;Fin;2;Y;149900
1153;20;RL;Crawfor;6;Gable;TA;Ex;Y;1811;1811;0;Ex;Attchd;Fin;2;Y;230000
1154;30;RM;IDOTRR;6;Gable;TA;Ex;Y;816;816;0;TA;Detchd;Unf;1;Y;120500
1155;60;RL;NAmes;7;Gable;TA;TA;Y;902;1820;0;Gd;Attchd;Unf;2;Y;201800
1156;20;RL;Veenker;5;Gable;Gd;TA;Y;1437;1437;1;Gd;Attchd;RFn;2;Y;218000
1157;80;RL;NAmes;5;Gable;TA;Gd;Y;1265;1265;0;Gd;Attchd;RFn;2;Y;179900
1158;120;RL;NridgHt;7;Gable;Gd;Ex;Y;1314;1314;1;Gd;Attchd;RFn;2;Y;230000
1159;20;RL;Somerst;8;Gable;Gd;Ex;Y;1580;1580;0;Gd;Attchd;RFn;3;Y;235128
1160;60;RL;NWAmes;6;Hip;TA;TA;Y;943;1876;0;Gd;Attchd;RFn;2;Y;185000
1161;160;RL;NPkVill;6;Gable;Gd;Fa;Y;855;1456;0;TA;Attchd;Unf;2;Y;146000
1162;20;RL;Crawfor;6;Hip;TA;Ex;Y;1640;1640;1;Gd;Detchd;Unf;2;Y;224000
1163;20;RL;Sawyer;5;Gable;Gd;Gd;Y;894;894;0;TA;Attchd;Fin;2;Y;129000
1164;90;RL;Sawyer;4;Gable;Gd;TA;Y;1258;1258;2;TA;CarPort;Unf;2;Y;108959
1165;80;RL;Veenker;5;Gable;Gd;Ex;Y;1432;1432;1;Gd;Attchd;Unf;2;Y;194000
1166;20;RL;NridgHt;7;Gable;Gd;Ex;Y;1502;1502;0;Gd;Attchd;RFn;2;Y;233170
1167;20;RL;CollgCr;8;Gable;Gd;Ex;Y;1694;1694;0;Gd;Attchd;RFn;3;Y;245350
1168;60;RL;Gilbert;6;Gable;Gd;Ex;Y;959;1671;1;TA;Attchd;Fin;2;Y;173000
1169;70;RL;Edwards;6;Hip;TA;Ex;Y;1236;2108;0;Gd;Basment;Unf;2;Y;235000
1170;60;RL;NoRidge;10;Hip;Ex;Ex;Y;1831;3627;1;Gd;Attchd;Fin;3;Y;625000
1171;80;RL;Mitchel;6;Gable;TA;TA;Y;1118;1118;1;TA;Attchd;Fin;1;Y;171000
1172;20;RL;NAmes;6;Hip;TA;Ex;Y;1261;1261;1;TA;Attchd;RFn;2;Y;163000
1173;160;FV;Somerst;7;Gable;Gd;Ex;Y;625;1250;0;Gd;Detchd;Fin;2;Y;171900
1174;50;RL;ClearCr;5;Gable;TA;TA;Y;1636;3086;0;Ex;;;0;Y;200500
1175;70;RL;Crawfor;6;Gable;Gd;TA;Y;1170;2345;0;TA;Detchd;Unf;2;Y;239000
1176;50;RL;NoRidge;8;Hip;Gd;Ex;Y;2129;2872;0;Gd;Attchd;Fin;2;Y;285000
1177;20;RL;Mitchel;5;Gable;TA;TA;Y;923;923;1;TA;Attchd;Unf;1;Y;119500
1178;50;RM;OldTown;6;Gable;TA;TA;Y;818;1224;0;TA;Detchd;Unf;1;N;115000
1179;50;RL;Crawfor;5;Gable;TA;Ex;Y;820;1343;0;TA;Detchd;Unf;1;Y;154900
1180;20;RL;Edwards;5;Gable;;Gd;Y;1124;1124;0;TA;;;0;N;93000
1181;60;RL;Timber;7;Gable;Gd;Ex;Y;1298;2514;0;TA;Attchd;Fin;2;Y;250000
1182;120;RM;Crawfor;8;Hip;Ex;Ex;Y;1652;1652;1;Gd;Attchd;Fin;2;Y;392500
1183;60;RL;NoRidge;10;Hip;Ex;Ex;Y;2411;4476;1;Ex;Attchd;Fin;3;Y;745000
1184;30;RL;OldTown;5;Hip;TA;Ex;Y;1130;1130;1;TA;Detchd;Unf;2;Y;120000
1185;20;RL;Timber;5;Hip;TA;Gd;Y;1572;1572;1;TA;2Types;RFn;3;Y;186700
1186;50;RL;Edwards;5;Gable;TA;Gd;Y;949;1221;1;TA;Attchd;Unf;1;Y;104900
1187;190;RL;OldTown;3;Gable;Fa;TA;Y;1014;1699;1;TA;CarPort;Unf;2;Y;95000
1188;20;RL;NoRidge;8;Gable;Gd;Ex;Y;1624;1624;1;Gd;Attchd;RFn;3;Y;262000
1189;60;RL;CollgCr;7;Gable;Gd;Ex;Y;831;1660;0;Gd;Attchd;RFn;2;Y;195000
1190;60;RL;Gilbert;7;Gable;TA;Gd;Y;1028;1804;0;Gd;Attchd;Fin;2;Y;189000
1191;190;RL;Mitchel;4;Gable;TA;Ex;Y;1622;1622;1;TA;2Types;Fin;4;Y;168000
1192;160;FV;Somerst;8;Gable;Gd;Ex;Y;764;1441;0;Gd;Detchd;Unf;2;Y;174000
1193;50;RM;OldTown;5;Gambrel;TA;Gd;Y;842;1472;0;Gd;Detchd;Unf;1;P;125000
1194;120;RM;Mitchel;6;Hip;Ex;Ex;Y;1224;1224;1;TA;Attchd;Fin;2;Y;165000
1195;60;RL;Sawyer;6;Gable;TA;TA;Y;663;1352;0;TA;Attchd;Fin;1;Y;158000
1196;60;RL;Gilbert;6;Gable;Gd;Ex;Y;728;1456;0;Gd;Attchd;Fin;2;Y;176000
1197;60;RL;Gilbert;7;Gable;Gd;Ex;Y;879;1863;0;Gd;BuiltIn;Fin;3;Y;219210
1198;75;RM;OldTown;7;Gable;TA;Ex;Y;815;1690;0;TA;Detchd;Unf;1;Y;144000
1199;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1212;1212;0;Gd;Attchd;RFn;2;Y;178000
1200;20;RL;Sawyer;4;Gable;TA;Gd;Y;1382;1382;0;TA;Attchd;Unf;2;Y;148000
1201;20;RL;NAmes;4;Gable;TA;Gd;Y;864;864;0;TA;Attchd;Unf;1;Y;116050
1202;60;RL;CollgCr;7;Gable;Gd;Ex;Y;866;1779;0;Gd;Attchd;RFn;2;Y;197900
1203;50;RM;BrkSide;5;Gable;TA;Ex;Y;884;1348;1;TA;Detchd;Unf;1;N;117000
1204;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1630;1630;0;Gd;Attchd;Unf;2;Y;213000
1205;20;RL;NWAmes;5;Gable;Gd;Ex;Y;1074;1074;1;TA;Attchd;RFn;2;Y;153500
1206;20;RL;SawyerW;7;Hip;Gd;Gd;Y;2196;2196;0;Gd;Attchd;RFn;3;Y;271900
1207;20;RH;SawyerW;4;Gable;TA;TA;Y;1056;1056;1;TA;Detchd;Unf;1;Y;107000
1208;20;RL;CollgCr;6;Gable;Gd;Ex;Y;1700;1700;1;Gd;Attchd;RFn;2;Y;200000
1209;20;RL;NAmes;5;Gable;TA;TA;Y;1283;1283;1;TA;Detchd;Unf;2;Y;140000
1210;20;RL;Somerst;8;Hip;Ex;Ex;Y;1660;1660;1;Gd;Attchd;RFn;2;Y;290000
1211;60;RL;SawyerW;6;Gable;Gd;Ex;Y;1055;1845;0;Gd;Attchd;RFn;2;Y;189000
1212;50;RL;Gilbert;8;Gable;Gd;Gd;Y;1080;1752;0;TA;Basment;RFn;2;Y;164000
1213;30;RL;Edwards;4;Hip;TA;TA;Y;672;672;1;TA;Attchd;Unf;1;N;113000
1214;80;RL;Sawyer;4;Gable;TA;Ex;Y;960;960;1;TA;Attchd;Unf;1;Y;145000
1215;85;RL;NAmes;5;Gable;TA;TA;Y;999;999;1;TA;Attchd;Unf;1;Y;134500
1216;20;RL;Sawyer;5;Gable;TA;TA;Y;894;894;0;TA;Detchd;RFn;1;Y;125000
1217;90;RM;Sawyer;6;Gable;;TA;Y;1318;1902;0;TA;Attchd;Unf;2;Y;112000
1218;20;FV;Somerst;8;Gable;Gd;Ex;Y;1314;1314;1;Gd;Attchd;RFn;2;Y;229456
1219;50;RM;BrkSide;4;Gable;;Gd;N;672;912;0;TA;;;0;N;80500
1220;160;RM;BrDale;6;Gable;TA;TA;Y;672;1218;0;TA;;;0;N;91500
1221;20;RL;NAmes;5;Gable;TA;TA;Y;912;912;0;TA;Attchd;Unf;1;Y;115000
1222;20;RL;Sawyer;5;Hip;TA;Ex;Y;1211;1211;0;TA;Attchd;Unf;1;Y;134000
1223;50;RL;NAmes;6;Gable;TA;Ex;Y;1168;1846;0;TA;Attchd;Unf;1;Y;143000
1224;20;RL;NAmes;5;Hip;TA;TA;N;2136;2136;0;TA;Detchd;Unf;2;Y;137900
